,p_syn,profit,l_cost,u_cost,is_in_opt_sol
30,0.91,0.10779512498444933,0.052711714224210886,0.06852522849147416,-0.0
31,0.95,0.0884538228951544,0.03440506546470987,0.06536962438294876,-0.0
32,0.9,0.0885618360362535,0.04885455017532649,0.09282364533312032,-0.0
33,0.86,0.07888366008502024,0.031945763287714736,0.04152949227402916,1.0
34,0.82,0.0824490474880431,0.028939858089020887,0.04630377294243342,1.0
35,0.83,0.09491051091120575,0.009754152277991876,0.012680397961389438,1.0
36,0.79,0.0702543057745576,0.015257406466480633,0.019834628406424824,1.0
37,0.79,0.04980897818605155,0.03186778497666687,0.041428120469666936,-0.0
38,0.8,0.07746161244963062,0.05385049108781322,0.10231593306684511,0.0
39,0.83,0.10145837251733902,0.023381335144502344,0.04442453677455445,-0.0
40,0.93,0.09382014993693623,0.047384289444023994,0.09003014994364558,-0.0
41,0.81,0.0950980505587283,0.04400298941126423,0.0572038862346435,1.0
42,0.9,0.08884579248699767,0.05680464927867358,0.07384604406227566,-0.0
43,0.86,0.05913153843785457,0.044839600807874226,0.058291481050236495,-0.0
44,0.87,0.0901143872675442,0.028189087630280395,0.04510254020844863,1.0
45,0.82,0.08203311506015329,0.011402613884946436,0.0182441822159143,1.0
46,0.83,0.10752675729566583,0.008457608316267056,0.016069455800907406,1.0
47,0.87,0.047504956341020484,0.023586732788019517,0.044814792297237074,-0.0
48,0.87,0.11318238380964622,0.02153260870361201,0.03445217392577922,1.0
49,0.9,0.06656341593740453,0.020281482995230245,0.038534817690937466,-0.0
50,0.76,0.10416147800777054,0.018187399112237185,0.023643618845908345,1.0
51,0.98,0.05901007221487858,0.02567511527187988,0.048782719016571774,-0.0
52,0.85,0.050558975817842994,0.03173682883734382,0.04125787748854697,-0.0
53,0.83,0.08419349818055526,0.051938566653823924,0.0831017066461183,-0.0
54,0.86,0.058189725241862465,0.009406207339685701,0.012228069541591413,1.0
55,0.91,0.07743253747353017,0.03593199223784779,0.0682707852519108,-0.0
56,0.91,0.08933527347002716,0.051502061130665085,0.0669526794698646,-0.0
57,0.96,0.07782516364133259,0.030225230919552742,0.05742793874715021,-0.0
58,0.81,0.09694909731445074,0.047914759198524844,0.0910380424771972,-0.0
59,0.8,0.10370637973098762,0.0068729745881365165,0.013058651717459381,1.0
60,0.79,0.07922107700992981,0.04468858569269658,0.07150173710831453,-0.0
61,0.83,0.05903193418203178,0.043131334256723323,0.06901013481075732,-0.0
62,0.83,0.07678061926542942,0.03565233966561292,0.05704374346498067,1.0
63,0.84,0.09025199899059544,0.050253521336896256,0.06532957773796513,-0.0
64,0.8,0.07600354515540672,0.01387130407165441,0.018032695293150734,1.0
65,0.94,0.05515241989365328,0.05527440320971272,0.10502136609845417,-0.0
66,0.76,0.07218057248827844,0.036660246295765274,0.058656394073224434,1.0
67,0.73,0.08961039054906883,0.0044615697781402505,0.005800040711582325,1.0
68,0.86,0.0969692693957269,0.05371867553054599,0.10206548350803736,-0.0
69,0.91,0.09442111376222496,0.0427455549497867,0.08121655440459472,-0.0
70,0.8,0.08431050270574329,0.009689105454312959,0.012595837090606847,1.0
71,0.76,0.06413746228457047,0.01597456457390432,0.020766933946075615,1.0
72,0.87,0.11428776342054046,0.010376751122553271,0.019715827132851218,1.0
73,0.95,0.0608111065441875,0.04063671309096883,0.052827727018259475,-0.0
74,0.9,0.0918320103710655,0.008518914039702388,0.013630262463523822,1.0
75,0.89,0.09785712049841855,0.007161561854702914,0.011458498967524664,1.0
76,0.86,0.0888440033321951,0.004804269900700207,0.007686831841120331,1.0
77,0.76,0.10930773608083959,0.0061723212459169055,0.009875713993467048,1.0
78,0.93,0.055972564072791504,0.054097934165724636,0.1027860749148768,-0.0
79,0.81,0.05056641937484868,0.010806020016871677,0.020531438032056187,-0.0
80,0.94,0.08014172033753542,0.024206237579993406,0.045991851401987464,1.0
81,1.01,0.11325194930526371,0.0242862785907171,0.0461439293223625,1.0
82,0.8,0.07016468866260443,0.057416253492982974,0.07464112954087786,-0.0
83,0.79,0.060674196935507636,0.016593434332313896,0.026549494931702236,1.0
84,0.87,0.050703558174344666,0.046511240292923056,0.060464612380799976,-0.0
85,0.69,0.05089806804189506,0.0330865745493401,0.05293851927894418,-0.0
86,0.83,0.07092266901861577,0.016610270588327387,0.021593351764825602,1.0
87,0.95,0.06956626876967927,0.017207072075581104,0.02753131532092977,1.0
88,0.9,0.04691679120081876,0.008859527877100416,0.016833102966490786,1.0
89,0.91,0.07024422506657901,0.03776230521266784,0.0490909967764682,-0.0
90,0.82,0.04848778314250396,0.007205140639012767,0.011528225022420428,1.0
91,1.0,0.06597224444745148,0.048351125383949464,0.07736180061431913,-0.0
92,0.8,0.10245096159379447,0.045148354260786165,0.0857818730954937,-0.0
93,0.92,0.11152573987475921,0.04499263927388932,0.08548601462038971,-0.0
94,0.84,0.08860010017581382,0.03351886257785382,0.04357452135120997,1.0
95,0.81,0.06988183338612386,0.04122101154936588,0.06595361847898541,-0.0
96,0.97,0.08972495505987771,0.05127589383458054,0.08204143013532887,-0.0
97,0.89,0.047369823939147966,0.010328306155737682,0.019623781695901593,1.0
98,0.89,0.04837978304681669,0.00643867516190424,0.010301880259046783,1.0
99,0.77,0.08483929966011296,0.04986057737618941,0.09473509701475986,-0.0
0,0.73,0.14226254983115544,0.07556957865652747,0.1435821994474022,-0.0
1,0.86,0.11351787592347333,0.06586188572753371,0.08562045144579383,-0.0
2,0.75,0.12008854256880941,0.02286845897946925,0.04345007206099157,1.0
3,0.8,0.09515535976908732,0.0709752881666718,0.09226787461667334,-0.0
4,0.79,0.13899947685925768,0.07283507215126249,0.13838663708739873,-0.0
5,0.84,0.07931975605283423,0.07555246980348668,0.09821821074453269,-0.0
6,0.8,0.10199945099263427,0.035247488644578676,0.045821735237952285,1.0
7,0.91,0.1189236715500839,0.010090870727873803,0.016145393164598086,1.0
8,0.78,0.06707144344971497,0.040378972038692555,0.07672004687351586,-0.0
9,0.68,0.10901493448029816,0.03833847513566275,0.04984001767636157,1.0
10,0.75,0.11067262595560606,0.01797127342501244,0.03414541950752364,1.0
11,0.96,0.15879462718340304,0.07581407920847687,0.12130252673356298,-0.0
12,0.79,0.16442604762927865,0.0284921228884914,0.037039759755038815,1.0
13,0.83,0.13516926429468468,0.05288715907795732,0.08461945452473171,-0.0
14,0.83,0.15040850814506784,0.0347097098714679,0.04512262283290827,1.0
15,0.94,0.15728803151778586,0.04844184962974166,0.06297440451866415,-0.0
16,0.78,0.11644589080523797,0.018134481205308754,0.02357482556690138,1.0
17,0.81,0.1309531383244292,0.017197776796241723,0.03267577591285928,1.0
18,0.82,0.16580269408589107,0.06404626805389751,0.10247402888623602,-0.0
19,0.92,0.1280793378164855,0.05799281778413339,0.07539066311937341,-0.0
20,0.81,0.14336719011992155,0.052583036545601126,0.06835794750928147,1.0
21,0.95,0.13148345089711921,0.023498926590837865,0.03054860456808923,1.0
22,0.92,0.09239183998135356,0.07177276789246047,0.09330459826019862,-0.0
23,0.9,0.14006726651061088,0.04850069917834351,0.06305090893184656,-0.0
24,0.87,0.11230941264386168,0.0027246281502012483,0.005176793485382372,1.0
25,0.87,0.13974713293634025,0.05207020615220097,0.08331232984352155,-0.0
26,0.83,0.08905732957813499,0.012834778237637052,0.0243860786515104,1.0
27,0.8,0.0782918105921949,0.02907287380408552,0.055238460227762486,-0.0
28,0.92,0.15161528889456097,0.03817427040056414,0.049626551520733385,1.0
29,0.77,0.09837799096054836,0.076939762298597,0.12310361967775521,-0.0
30,1.01,0.1559084996724655,0.047012088967460335,0.07521934234793655,-0.0
31,0.74,0.15669545779698063,0.014455263723268738,0.02312842195722998,1.0
32,0.88,0.07948842466339169,0.07746235550327125,0.10070106215425265,-0.0
33,0.84,0.14076696594611002,0.05795634620640238,0.11011705779216453,-0.0
34,0.9,0.13821079011572254,0.03663693435325968,0.047628014659237584,1.0
35,0.89,0.13475862283788273,0.011159942816123402,0.02120389135063446,1.0
36,0.79,0.15809930516375947,0.005895198649326487,0.007663758244124433,1.0
37,0.97,0.07764732154609436,0.03728058389197263,0.04846475905956442,-0.0
38,0.86,0.0923399897480353,0.07017086575529162,0.09122212548187912,-0.0
39,0.95,0.06910688731198708,0.06563837642752197,0.10502140228403516,-0.0
40,0.89,0.08436376767078682,0.0018285885260217254,0.003474318199441278,1.0
41,0.75,0.10476828223282675,0.06681479863521206,0.1269481174069029,-0.0
42,0.89,0.12056256572692459,0.06121905946843287,0.09795049514949258,-0.0
43,0.75,0.13659139772987633,0.04494417032187001,0.08539392361155301,-0.0
44,0.82,0.14755042247680078,0.0061013680486122195,0.011592599292363217,1.0
45,0.8,0.1290499835335494,0.015056301646821922,0.024090082634915078,1.0
46,0.92,0.1602286955246847,0.04714150149839389,0.06128395194791205,-0.0
47,0.83,0.07899005379281152,0.007630865257002072,0.014498643988303936,1.0
48,0.9,0.09300281173206507,0.01052773888897699,0.016844382222363185,1.0
49,0.91,0.06771105854104945,0.022663146425705074,0.029462090353416594,-0.0
50,0.84,0.1328858964379512,0.07969506096737093,0.1275120975477935,-0.0
51,0.78,0.07293966734465306,0.055821672180241436,0.07256817383431387,-0.0
52,0.87,0.14422507155859907,0.017529332640074922,0.03330573201614235,1.0
53,0.78,0.09959462049492597,0.043009466348296284,0.05591230625278517,-0.0
54,0.85,0.0900315596753475,0.014441611601970794,0.027439062043744508,1.0
55,0.79,0.14409905616064617,0.06243947577385599,0.08117131850601278,-0.0
56,0.9,0.09737977177102468,0.07444938857223313,0.09678420514390307,-0.0
57,0.95,0.07995544407750797,0.03585571611862739,0.046612430954215606,-0.0
58,0.99,0.09142640956941639,0.03333111876244641,0.04333045439118033,-0.0
59,0.96,0.07857394422666793,0.021234435758226564,0.027604766485694536,1.0
60,0.88,0.16643984695269123,0.009598218031773626,0.012477683441305714,1.0
61,0.81,0.11536815237905658,0.04695763985157384,0.061044931807045996,-0.0
62,0.86,0.11625418699365887,0.05454254018265129,0.08726806429224207,-0.0
63,0.83,0.11337195590816743,0.04143746083317797,0.05386869908313137,-0.0
64,0.93,0.10483671832049223,0.017052913802431326,0.03240053622461952,1.0
65,0.84,0.15339585515478996,0.027068016863337784,0.03518842192233912,1.0
66,0.89,0.14014826243711576,0.07582983015022937,0.12132772824036699,-0.0
67,0.93,0.07481239838530197,0.01855962487476977,0.03526328726206256,1.0
68,0.83,0.15663842658265723,0.02600152422823977,0.04940289603365556,-0.0
69,0.98,0.14840086422872106,0.060876131384547706,0.07913897079991203,-0.0
70,0.9,0.09664304708386444,0.024206534419904537,0.03873045507184726,1.0
71,0.88,0.12090535154446101,0.032123031947634,0.05139685111621441,1.0
72,0.94,0.16003875978508444,0.033972781997354144,0.05435645119576664,1.0
73,0.98,0.08249666641464297,0.06778074052138248,0.08811496267779724,-0.0
74,0.94,0.1100707558252089,0.048804137000115926,0.06344537810015069,-0.0
75,0.74,0.15630574220594393,0.08034337655959725,0.10444638952747642,-0.0
76,0.75,0.1177188469026999,0.058862267424481196,0.11183830810651428,-0.0
77,0.75,0.14967401640462458,0.007376734169308925,0.014015794921686956,1.0
78,0.96,0.08322490218781012,0.05246253082167442,0.08394004931467909,-0.0
79,0.98,0.08555664532574585,0.059998692252107494,0.07799829992773974,-0.0
80,0.79,0.07708657765849249,0.024319131935105022,0.046206350676699544,1.0
81,0.83,0.11037589531985147,0.07070099014690757,0.09191128719097984,-0.0
82,0.91,0.11258146901898525,0.00186421075180426,0.002423473977345538,1.0
83,0.77,0.15147790144170126,0.01890953953825236,0.024582401399728067,1.0
84,0.8,0.15135118920682997,0.05211886540734,0.083390184651744,-0.0
85,0.89,0.09623621891502981,0.05785788147760256,0.07521524592088334,-0.0
86,0.92,0.1193654280919642,0.04918048507439433,0.07868877611903093,-0.0
87,0.8,0.14610238799992054,0.06609924687280291,0.10575879499648466,-0.0
88,0.77,0.13824917068942516,0.005735885151530854,0.010898181787908622,1.0
89,0.75,0.1490802782187443,0.01290209369653281,0.02451397802341234,1.0
90,0.88,0.08608298128898537,0.032344711946379896,0.0614549526981218,-0.0
91,0.93,0.09612040783247934,0.03408805482382157,0.05454088771811452,-0.0
92,0.83,0.1653024932327668,0.0019629516921554108,0.0031407227074486577,1.0
93,0.91,0.11651769831760361,0.009148873858568022,0.014638198173708837,1.0
94,0.97,0.16593210164307934,0.02770912191989325,0.03602185849586123,1.0
95,0.9,0.1517229144636481,0.02557000845972,0.040912013535552,1.0
96,0.98,0.07476834254060027,0.03268927068898375,0.062109614309069125,-0.0
97,0.87,0.11773231147879368,0.00594016745316503,0.007722217689114539,1.0
98,0.86,0.1410088217603403,0.08144173990175592,0.15473930581333625,-0.0
99,0.83,0.16388663762053532,0.06858122092968343,0.08915558720858846,-0.0
0,0.87,0.06670290350345486,0.05737731751573844,0.07459051277045997,-0.0
1,0.8,0.06642671732965601,0.01542142957095139,0.029300716184807642,1.0
2,0.98,0.0855529237702903,0.059747256907076385,0.0776714339791993,-0.0
3,0.88,0.07279734761289335,0.042352805138537696,0.08047032976322162,-0.0
4,0.88,0.10485790564380272,0.039390024521889944,0.06302403923502391,-0.0
5,0.89,0.08342324529328246,0.047666113507036555,0.06196594755914752,1.0
6,0.8,0.0837176274873009,0.014783784347985138,0.01921891965238068,1.0
7,0.85,0.05755509668808609,0.019926329108965475,0.0378600253070344,-0.0
8,0.8,0.0865263858446415,0.011699439954164868,0.022228935912913247,1.0
9,0.82,0.08366391756440901,0.04137404616092148,0.06619847385747438,-0.0
10,0.9,0.07246521864414836,0.04271403476174025,0.05552824519026234,-0.0
11,0.85,0.11070771210010003,0.0350350973860793,0.045545626601903096,1.0
12,0.87,0.053373961384903454,0.03576279334702391,0.05722046935523826,-0.0
13,0.88,0.09565543259760503,0.02591060520766291,0.03368378676996179,1.0
14,0.86,0.08562159999685677,0.0510216650711867,0.09694116363525473,-0.0
15,0.93,0.09859935160138514,0.03232037361640756,0.06140870987117437,-0.0
16,0.87,0.05395486236030426,0.04657413280381264,0.08849085232724399,-0.0
17,1.03,0.1139744290404219,0.004783120603053708,0.007652992964885933,1.0
18,0.79,0.07210449689264917,0.0370977508851435,0.0593564014162296,-0.0
19,0.9,0.05170113986859903,0.01201112299992088,0.019217796799873406,1.0
20,0.79,0.08548118884425912,0.01951711608979013,0.03708252057060125,1.0
21,0.88,0.10888998679520334,0.03140859610800378,0.050253753772806053,-0.0
22,0.75,0.061943407392357305,0.049580367595309656,0.09420269843108835,-0.0
23,0.94,0.0738110278496485,0.04176259049973543,0.0668201447995767,-0.0
24,0.95,0.11625644129711214,0.0040768046658573994,0.007745928865129059,1.0
25,0.86,0.04784207946505869,0.054036256354687145,0.08645801016749945,-0.0
26,0.79,0.07086694363295791,0.05543496171623388,0.10532642726084436,-0.0
27,0.91,0.10286081416416529,0.017863872620119767,0.02858219619219163,1.0
28,0.85,0.05594721488927223,0.024488905593590928,0.031835577271668206,1.0
29,0.91,0.0842095716937596,0.01921422421039959,0.030742758736639342,1.0
30,0.7,0.05149485495492029,0.02448557600348331,0.031831248804528305,-0.0
31,0.84,0.09323545405488895,0.018628630388723512,0.03539439773857467,1.0
32,0.87,0.05247767986728132,0.03410630928842078,0.06480198764799948,-0.0
33,0.75,0.08879030855050303,0.026611435027306438,0.05056172655188223,-0.0
34,0.9,0.1140037157405393,0.053918052533233715,0.08626888405317396,-0.0
35,0.84,0.06631313530471522,0.006362495726264737,0.010179993162023579,1.0
36,0.86,0.06958051066178984,0.022051576104119838,0.03528252176659174,1.0
37,0.83,0.07026096970931096,0.047000697056955976,0.06110090617404277,-0.0
38,0.94,0.11337753400621996,0.05569430388398464,0.07240259504918004,-0.0
39,0.81,0.08911621566734562,0.031215235972385284,0.04994437755581646,-0.0
40,0.82,0.08556472649934269,0.0015927680500021518,0.002548428880003443,1.0
41,0.88,0.0872495135762043,0.05370062784642713,0.06981081620035526,-0.0
42,0.81,0.07095153996274177,0.0029644377983583724,0.004743100477373396,1.0
43,0.93,0.09638280488676222,0.021666903665791704,0.03466704586526673,1.0
44,0.77,0.10477709948288767,0.05453753288178827,0.1036213124753977,-0.0
45,0.86,0.051552120691910064,0.012410333989397053,0.01613343418621617,1.0
46,0.82,0.06463530594668648,0.004879664546688469,0.006343563910695011,1.0
47,0.84,0.0845850390141444,0.04786138478928776,0.09093663109964674,-0.0
48,0.88,0.11624750514689713,0.0445273393273298,0.08460194472192661,-0.0
49,0.91,0.09659635575803828,0.041866169704429246,0.05442602061575802,-0.0
50,0.91,0.04804234618960176,0.01263275721774271,0.016422584383065524,1.0
51,0.81,0.06522142343172943,0.04974891942668154,0.09452294691069492,-0.0
52,0.83,0.05627043195500963,0.028200575112076142,0.03666074764569899,1.0
53,1.04,0.0704057239395439,0.03042595583142447,0.05780931607970649,-0.0
54,0.81,0.11167842245274154,0.009145122668902168,0.014632196270243472,1.0
55,0.85,0.11511276032538341,0.059316533398477866,0.11270141345710795,-0.0
56,0.9,0.05589888742919468,0.05152201770836099,0.08243522833337759,-0.0
57,0.81,0.11297255448301714,0.043836174232349874,0.08328873104146475,-0.0
58,0.96,0.10705183401175002,0.04306413588712442,0.055983376653261745,-0.0
59,0.81,0.11382238466064123,0.04926195666330744,0.09359771766028414,-0.0
60,0.79,0.05928178671831128,0.016374934479679904,0.021287414823583876,1.0
61,0.87,0.06824115301673411,0.0022630174685808356,0.004299733190303587,1.0
62,0.86,0.07611634688177414,0.021731969117589383,0.028251559852866197,1.0
63,0.9,0.05784136346485066,0.021164729986037308,0.027514148981848504,1.0
64,0.94,0.07679475542003326,0.038076363073030424,0.07234508983875781,-0.0
65,0.87,0.06466890027070926,0.02666581046722806,0.0426652967475649,-0.0
66,0.86,0.06413681831589695,0.011592927850981264,0.015070806206275643,1.0
67,0.78,0.092430958581803,0.057900600458014866,0.09264096073282378,-0.0
68,0.85,0.1133068019256367,0.040997318572608424,0.053296514144390954,1.0
69,0.9,0.1127253079273677,0.032529960166224225,0.05204793626595876,1.0
70,0.8,0.08116007646984782,0.051982504454752096,0.06757725579117772,-0.0
71,0.83,0.06791480509876885,0.002563649929396714,0.0033327449082157286,1.0
72,0.9,0.08680635185274975,0.03525656640155996,0.06698747616296392,-0.0
73,0.87,0.054469898086743705,0.013374991311460449,0.021399986098336717,1.0
74,0.72,0.10690574845366178,0.008088317686643167,0.015367803604622018,1.0
75,0.84,0.10179876158119483,0.050103726383749485,0.06513484429887434,-0.0
76,0.79,0.08776505187780237,0.015133076733905893,0.028752845794421198,1.0
77,0.84,0.0797563977188485,0.0031297552084812853,0.0040686817710256715,1.0
78,0.87,0.06627807630838291,0.04538863640614565,0.08623840917167673,-0.0
79,0.86,0.06533178300830896,0.023618862064488492,0.04487583792252813,-0.0
80,0.86,0.058775426646782,0.0433015443440063,0.06928247095041008,-0.0
81,0.9,0.08798572542540604,0.01608038162353263,0.020904496110592422,1.0
82,0.9,0.07125409723069298,0.007795757332946633,0.010134484532830624,1.0
83,0.85,0.05975898775765711,0.05577014403052591,0.10596327365799922,-0.0
84,0.85,0.07487150775475673,0.010448122902284675,0.01985143351434088,1.0
85,0.95,0.09628392123353462,0.01989035229282231,0.025857457980669005,1.0
86,0.85,0.06260726159771435,0.03043926726238585,0.05783460779853311,-0.0
87,0.91,0.057298737640580605,0.01761420639616394,0.0281827302338623,1.0
88,0.87,0.09572907225965971,0.04226331247357099,0.06762129995771358,-0.0
89,0.73,0.11212768391447796,0.0461240826470132,0.05996130744111716,-0.0
90,0.82,0.07897772325326949,0.013821738128933624,0.0221147810062938,1.0
91,0.97,0.08650513284995229,0.05082056310800263,0.0660667320404034,1.0
92,0.92,0.07615416672940664,0.027173149612162464,0.04347703937945994,1.0
93,0.83,0.0807758588292958,0.009395843541504306,0.015033349666406891,1.0
94,0.79,0.10905364691396856,0.016383665465029076,0.03112896438355524,1.0
95,0.85,0.07943211005099893,0.0017300323347675143,0.002768051735628023,1.0
96,0.84,0.06279316904044666,0.03686442830746545,0.047923756799705085,-0.0
97,0.82,0.09721808794183824,0.011485279843485694,0.021822031702622816,1.0
98,0.8,0.11507104029817042,0.03352558927423396,0.053640942838774346,1.0
99,0.88,0.0560860150776565,0.017546259258752354,0.03333789259162947,1.0
0,0.81,0.12926816133688468,0.05528948156506957,0.10505001497363219,-0.0
1,0.71,0.08239221827296415,0.015317297717795738,0.01991248703313446,1.0
2,0.9,0.08311170176812911,0.016185297207266178,0.030752064693805738,1.0
3,0.9,0.08987580838176307,0.05297363881596846,0.10064991375034008,-0.0
4,0.77,0.12430316364472026,0.058714669420118826,0.07632907024615448,-0.0
5,0.81,0.13069970940418613,0.062385288664391504,0.09981646186302641,-0.0
6,0.89,0.08349168548122977,0.05620296126193275,0.07306384964051257,-0.0
7,0.77,0.09188552900853679,0.03484389478975473,0.06620340010053398,-0.0
8,0.9,0.08338893503356182,0.07608221470468128,0.09890687911608567,-0.0
9,0.92,0.14895881434302627,0.00366547422897479,0.004765116497667227,1.0
10,0.88,0.11249974582711769,0.07383758125060665,0.14029140437615262,-0.0
11,0.81,0.148410319203104,0.06531530479583292,0.12409907911208252,-0.0
12,0.81,0.08385106887323207,0.02452345112731001,0.03188048646550301,1.0
13,0.92,0.11998555142073929,0.053394593541461685,0.08543134966633871,-0.0
14,0.9,0.1140824463858204,0.06516738327594564,0.08471759825872932,-0.0
15,0.84,0.14769569059131205,0.052939876046787175,0.08470380167485948,-0.0
16,0.96,0.09516992818059765,0.007160973723421451,0.013605850074500755,1.0
17,0.71,0.08258543695347091,0.02923154914789645,0.038001013892265394,-0.0
18,0.8,0.13711767209095954,0.07130769092311275,0.11409230547698042,-0.0
19,0.82,0.1496130962883215,0.027113716943999656,0.051516062193599346,1.0
20,0.85,0.1085283742664586,0.006792321186404794,0.008830017542326232,1.0
21,0.82,0.0922302696340575,0.02010021093997509,0.03819040078595267,1.0
22,0.88,0.06932530222573938,0.061833521242628,0.0989336339882048,-0.0
23,0.83,0.10255376757062111,0.06641027128920515,0.10625643406272825,-0.0
24,0.98,0.14705849380010516,0.04396498796910743,0.0703439807505719,-0.0
25,0.8,0.09450171308907943,0.07130932011470752,0.09270211614911979,-0.0
26,0.74,0.10296284286233556,0.0450297118886142,0.05853862545519847,-0.0
27,0.77,0.11366905352503373,0.05079868105425729,0.08127788968681167,-0.0
28,0.87,0.08344914670863741,0.03772428720449654,0.07167614568854343,-0.0
29,0.89,0.07147638535788589,0.0471391640621164,0.061280913280751324,-0.0
30,0.75,0.10947341008757486,0.03744370904900021,0.05990993447840035,1.0
31,1.0,0.1509608169668538,0.07679574087995586,0.0998344631439426,-0.0
32,0.7,0.14213804957640125,0.041689083872820956,0.054195809034667246,1.0
33,0.87,0.08938927357035395,0.007918035312490067,0.010293445906237087,1.0
34,0.85,0.13402450935991528,0.021230454180233272,0.040337862942443216,1.0
35,0.9,0.13843496767465732,0.042445625873730436,0.05517931363584957,-0.0
36,0.9,0.11541685793696235,0.03106278587691954,0.04970045740307127,1.0
37,0.96,0.09471021141967077,0.03198839031061257,0.051181424496980106,-0.0
38,0.79,0.07956485178980652,0.02889511542724632,0.046232184683594114,-0.0
39,0.81,0.12655873406840873,0.020443227394908677,0.026576195613381284,1.0
40,0.86,0.12496424038762988,0.05761075267744754,0.09217720428391607,-0.0
41,0.87,0.08121488086297603,0.027299894959951006,0.03548986344793631,1.0
42,0.97,0.07452101230329161,0.06983402022597514,0.09078422629376767,-0.0
43,0.89,0.07198739482123465,0.005898079939822594,0.009436927903716152,1.0
44,0.76,0.13809695811963063,0.05458388371719966,0.08733421394751947,-0.0
45,0.81,0.14339065337548054,0.035398282967233394,0.04601776785740341,1.0
46,0.91,0.10927191657297279,0.004367487326814478,0.006987979722903166,1.0
47,0.88,0.11798113759987289,0.055221752829853775,0.08835480452776605,-0.0
48,0.84,0.12690469233446902,0.04219640591366253,0.0801731712359588,-0.0
49,0.82,0.07595540110402892,0.041104258056264505,0.06576681289002322,-0.0
50,0.84,0.10951844645450122,0.06479023553305244,0.10366437685288392,-0.0
51,0.82,0.10291428874851435,0.02440168996993868,0.03904270395190189,1.0
52,0.9,0.1419093427965209,0.012539941180035156,0.023825888242066794,1.0
53,0.77,0.07660740243425822,0.06999165109390862,0.13298413707842635,-0.0
54,0.82,0.13982145218670278,0.04991471653186877,0.0648891314914294,-0.0
55,0.82,0.07460098062964497,0.0702659837037818,0.1335053690371854,-0.0
56,0.8,0.11795150567372376,0.002700028613288392,0.005130054365247944,1.0
57,0.92,0.14395312967169233,0.03317513199736233,0.06303275079498842,-0.0
58,0.9,0.06848628535897215,0.031190751021941156,0.04990520163510585,-0.0
59,0.81,0.10619498152326001,0.021724966049031666,0.03475994567845067,1.0
60,0.76,0.061847506125130666,0.05267703308448767,0.08428325293518028,-0.0
61,0.84,0.10855977063983334,0.025577977432902858,0.048598157122515424,1.0
62,0.8,0.10638473736099784,0.0021830743923010733,0.0028379967099913953,1.0
63,0.75,0.15026140633598906,0.037862221822561486,0.04922088836932993,1.0
64,0.9,0.10642537521521829,0.014251823465544388,0.018527370505207707,1.0
65,0.96,0.14561961963414896,0.0653018876063888,0.12407358645213873,-0.0
66,0.91,0.12892679009856725,0.050809649067543594,0.09653833322833283,-0.0
67,0.88,0.13934672064761558,0.017615269541645075,0.028184431266632122,1.0
68,0.84,0.09384763890764597,0.011631553369011293,0.015121019379714681,1.0
69,0.85,0.07029688621396836,0.0100548604779579,0.01307131862134527,1.0
70,0.93,0.12043718725167978,0.005479744995615898,0.007123668494300668,1.0
71,0.94,0.07183298270078362,0.043550351535871314,0.08274566791815549,-0.0
72,0.9,0.1193947915690619,0.0384202052978528,0.049946266887208636,-0.0
73,0.86,0.07802799849278026,0.06999931096079391,0.11199889753727027,-0.0
74,0.84,0.11737042175025057,0.009374586694894183,0.012186962703362437,1.0
75,0.83,0.13235696806510225,0.009917006016219322,0.01884231143081671,1.0
76,0.93,0.15042005207689824,0.05926029924615741,0.11259456856769909,-0.0
77,0.91,0.08005831787420696,0.061789637605448415,0.09886342016871746,-0.0
78,0.93,0.0776142641699262,0.04090589042475052,0.06544942467960084,-0.0
79,0.83,0.10039466625471177,0.020751657242177663,0.03942814876013756,1.0
80,0.83,0.15157760539769616,0.07087506751843327,0.11340010802949321,-0.0
81,0.81,0.0850003028414604,0.050461588493790316,0.08073854159006451,-0.0
82,0.91,0.10540807350038812,0.07077960387267124,0.13448124735807535,-0.0
83,0.87,0.09672689173023531,0.06539169410921408,0.08500920234197831,-0.0
84,0.8,0.06717479344647045,0.02728890612512677,0.03547557796266481,-0.0
85,0.8,0.1113632859318935,0.04160185495292211,0.05408241143879875,-0.0
86,0.97,0.08983633514769283,0.011470440890447088,0.018352705424715343,1.0
87,0.82,0.10494447633420413,0.02282848874946311,0.029677035374302045,1.0
88,0.87,0.129859143988797,0.04992702931561011,0.06490513811029315,1.0
89,0.8,0.1231923074992978,0.02034345338925585,0.03254952542280936,1.0
90,0.86,0.08409518115397234,0.07581501297303163,0.1440485246487601,-0.0
91,1.01,0.12137024378123207,0.047444971739721856,0.061678463261638415,1.0
92,0.81,0.11109667719658986,0.07091519926482741,0.11346431882372386,-0.0
93,0.89,0.13221555083496034,0.0062789234188259935,0.008162600444473792,1.0
94,0.91,0.06175146539810388,0.029951611489753373,0.05690806183053141,-0.0
95,0.91,0.08743953726082773,0.04408246302255534,0.07053194083608855,1.0
96,0.95,0.12371670697222191,0.04579145799523247,0.07326633279237195,-0.0
97,0.94,0.1130250723503928,0.053541165983802375,0.0696035157789431,-0.0
98,0.87,0.10811823549579308,0.06664492660858387,0.08663840459115904,-0.0
99,0.96,0.1104133141854899,0.014275201216414816,0.01855776158133926,1.0
0,0.9,0.13969297124204325,0.0598741515499778,0.07783639701497115,-0.0
